 STATION,Station_name,DATE,LATITUDE,LONGITUDE,Elevation,temperature,temperature_Measurement_Code,temperature_Quality_Code,temperature_Report_Type,temperature_Source_Code,temperature_Source_Station_ID,dew_point_temperature,dew_point_temperature_Measurement_Code,dew_point_temperature_Quality_Code,dew_point_temperature_Report_Type,dew_point_temperature_Source_Code,dew_point_temperature_Source_Station_ID,station_level_pressure,station_level_pressure_Measurement_Code,station_level_pressure_Quality_Code,station_level_pressure_Report_Type,station_level_pressure_Source_Code,station_level_pressure_Source_Station_ID,sea_level_pressure,sea_level_pressure_Measurement_Code,sea_level_pressure_Quality_Code,sea_level_pressure_Report_Type,sea_level_pressure_Source_Code,sea_level_pressure_Source_Station_ID,wind_direction,wind_direction_Measurement_Code,wind_direction_Quality_Code,wind_direction_Report_Type,wind_direction_Source_Code,wind_direction_Source_Station_ID,wind_speed,wind_speed_Measurement_Code,wind_speed_Quality_Code,wind_speed_Report_Type,wind_speed_Source_Code,wind_speed_Source_Station_ID,wind_gust,wind_gust_Measurement_Code,wind_gust_Quality_Code,wind_gust_Report_Type,wind_gust_Source_Code,wind_gust_Source_Station_ID,precipitation,precipitation_Measurement_Code,precipitation_Quality_Code,precipitation_Report_Type,precipitation_Source_Code,precipitation_Source_Station_ID,relative_humidity,relative_humidity_Measurement_Code,relative_humidity_Quality_Code,relative_humidity_Report_Type,relative_humidity_Source_Code,relative_humidity_Source_Station_ID,wet_bulb_temperature,wet_bulb_temperature_Measurement_Code,wet_bulb_temperature_Quality_Code,wet_bulb_temperature_Report_Type,wet_bulb_temperature_Source_Code,wet_bulb_temperature_Source_Station_ID,pres_wx_MW1,pres_wx_MW1_Measurement_Code,pres_wx_MW1_Quality_Code,pres_wx_MW1_Report_Type,pres_wx_MW1_Source_Code,pres_wx_MW1_Source_Station_ID,pres_wx_MW2,pres_wx_MW2_Measurement_Code,pres_wx_MW2_Quality_Code,pres_wx_MW2_Report_Type,pres_wx_MW2_Source_Code,pres_wx_MW2_Source_Station_ID,pres_wx_MW3,pres_wx_MW3_Measurement_Code,pres_wx_MW3_Quality_Code,pres_wx_MW3_Report_Type,pres_wx_MW3_Source_Code,pres_wx_MW3_Source_Station_ID,pres_wx_AU1,pres_wx_AU1_Measurement_Code,pres_wx_AU1_Quality_Code,pres_wx_AU1_Report_Type,pres_wx_AU1_Source_Code,pres_wx_AU1_Source_Station_ID,pres_wx_AU2,pres_wx_AU2_Measurement_Code,pres_wx_AU2_Quality_Code,pres_wx_AU2_Report_Type,pres_wx_AU2_Source_Code,pres_wx_AU2_Source_Station_ID,pres_wx_AU3,pres_wx_AU3_Measurement_Code,pres_wx_AU3_Quality_Code,pres_wx_AU3_Report_Type,pres_wx_AU3_Source_Code,pres_wx_AU3_Source_Station_ID,pres_wx_AW1,pres_wx_AW1_Measurement_Code,pres_wx_AW1_Quality_Code,pres_wx_AW1_Report_Type,pres_wx_AW1_Source_Code,pres_wx_AW1_Source_Station_ID,pres_wx_AW2,pres_wx_AW2_Measurement_Code,pres_wx_AW2_Quality_Code,pres_wx_AW2_Report_Type,pres_wx_AW2_Source_Code,pres_wx_AW2_Source_Station_ID,pres_wx_AW3,pres_wx_AW3_Measurement_Code,pres_wx_AW3_Quality_Code,pres_wx_AW3_Report_Type,pres_wx_AW3_Source_Code,pres_wx_AW3_Source_Station_ID,snow_depth,snow_depth_Measurement_Code,snow_depth_Quality_Code,snow_depth_Report_Type,snow_depth_Source_Code,snow_depth_Source_Station_ID,visibility,visibility_Measurement_Code,visibility_Quality_Code,visibility_Report_Type,visibility_Source_Code,visibility_Source_Station_ID,altimeter,altimeter_Measurement_Code,altimeter_Quality_Code,altimeter_Report_Type,altimeter_Source_Code,altimeter_Source_Station_ID,pressure_3hr_change,pressure_3hr_change_Measurement_Code,pressure_3hr_change_Quality_Code,pressure_3hr_change_Report_Type,pressure_3hr_change_Source_Code,pressure_3hr_change_Source_Station_ID,sky_cover_1,sky_cover_1_Measurement_Code,sky_cover_1_Quality_Code,sky_cover_1_Report_Type,sky_cover_1_Source_Code,sky_cover_1_Source_Station_ID,sky_cover_baseht_1,sky_cover_baseht_1_Measurement_Code,sky_cover_baseht_1_Quality_Code,sky_cover_baseht_1_Report_Type,sky_cover_baseht_1_Source_Code,sky_cover_baseht_1_Source_Station_ID,sky_cover_2,sky_cover_2_Measurement_Code,sky_cover_2_Quality_Code,sky_cover_2_Report_Type,sky_cover_2_Source_Code,sky_cover_2_Source_Station_ID,sky_cover_baseht_2,sky_cover_baseht_2_Measurement_Code,sky_cover_baseht_2_Quality_Code,sky_cover_baseht_2_Report_Type,sky_cover_baseht_2_Source_Code,sky_cover_baseht_2_Source_Station_ID,sky_cover_3,sky_cover_3_Measurement_Code,sky_cover_3_Quality_Code,sky_cover_3_Report_Type,sky_cover_3_Source_Code,sky_cover_3_Source_Station_ID,sky_cover_baseht_3,sky_cover_baseht_3_Measurement_Code,sky_cover_baseht_3_Quality_Code,sky_cover_baseht_3_Report_Type,sky_cover_baseht_3_Source_Code,sky_cover_baseht_3_Source_Station_ID,precipitation_3_hour,precipitation_3_hour_Measurement_Code,precipitation_3_hour_Quality_Code,precipitation_3_hour_Report_Type,precipitation_3_hour_Source_Code,precipitation_3_hour_Source_Station_ID,precipitation_6_hour,precipitation_6_hour_Measurement_Code,precipitation_6_hour_Quality_Code,precipitation_6_hour_Report_Type,precipitation_6_hour_Source_Code,precipitation_6_hour_Source_Station_ID,precipitation_9_hour,precipitation_9_hour_Measurement_Code,precipitation_9_hour_Quality_Code,precipitation_9_hour_Report_Type,precipitation_9_hour_Source_Code,precipitation_9_hour_Source_Station_ID,precipitation_12_hour,precipitation_12_hour_Measurement_Code,precipitation_12_hour_Quality_Code,precipitation_12_hour_Report_Type,precipitation_12_hour_Source_Code,precipitation_12_hour_Source_Station_ID,precipitation_15_hour,precipitation_15_hour_Measurement_Code,precipitation_15_hour_Quality_Code,precipitation_15_hour_Report_Type,precipitation_15_hour_Source_Code,precipitation_15_hour_Source_Station_ID,precipitation_18_hour,precipitation_18_hour_Measurement_Code,precipitation_18_hour_Quality_Code,precipitation_18_hour_Report_Type,precipitation_18_hour_Source_Code,precipitation_18_hour_Source_Station_ID,precipitation_21_hour,precipitation_21_hour_Measurement_Code,precipitation_21_hour_Quality_Code,precipitation_21_hour_Report_Type,precipitation_21_hour_Source_Code,precipitation_21_hour_Source_Station_ID,precipitation_24_hour,precipitation_24_hour_Measurement_Code,precipitation_24_hour_Quality_Code,precipitation_24_hour_Report_Type,precipitation_24_hour_Source_Code,precipitation_24_hour_Source_Station_ID,remarks,remarks_Measurement_Code,remarks_Quality_Code,remarks_Report_Type,remarks_Source_Code,remarks_Source_Station_ID
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-02T06:00:00,-6.18,106.83,8.0,32.1,,1,FM12-SYNOP,220,WMO-96745,24.4,,1,FM12-SYNOP,220,WMO-96745,1008.3,,1,FM12-SYNOP,220,WMO-96745,1008.8,,1,FM12-SYNOP,220,WMO-96745,40.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,3.1,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,64.0,Derived,,FM12-SYNOP,220,WMO-96745,26.6,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-1.6,7-Decr-(st,1,FM12-SYNOP,220,WMO-96745,FEW:02,02-Two-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32557 50406 10321 20244 30083 40088 57016 82521 333 56000 82620 84460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-02T09:00:00,-6.18,106.83,8.0,31.1,,1,FM12-SYNOP,220,WMO-96745,24.8,,1,FM12-SYNOP,220,WMO-96745,1006.3,,1,FM12-SYNOP,220,WMO-96745,1006.8,,1,FM12-SYNOP,220,WMO-96745,290.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,2.1,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,69.0,Derived,,FM12-SYNOP,220,WMO-96745,26.7,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-2.0,"6-Decr,-th",1,FM12-SYNOP,220,WMO-96745,FEW:02,02-Two-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,SCT:03,03-Three-o,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32557 42904 10311 20248 30063 40068 56020 82521 333 56000 82620 83460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-02T12:00:00,-6.18,106.83,8.0,29.8,,1,FM12-SYNOP,220,WMO-96745,24.7,,1,FM12-SYNOP,220,WMO-96745,1008.0,,1,FM12-SYNOP,220,WMO-96745,1008.5,,1,FM12-SYNOP,220,WMO-96745,340.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,2.1,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,74.0,Derived,,FM12-SYNOP,220,WMO-96745,26.0,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,1.7,3-Decr-or-,1,FM12-SYNOP,220,WMO-96745,FEW:02,02-Two-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN08896745 32556 53404 10298 20247 30080 40085 53017 82521 333 10330 56000 59002 82620 84460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-02T15:00:00,-6.18,106.83,8.0,29.0,,1,FM12-SYNOP,220,WMO-96745,23.5,,1,FM12-SYNOP,220,WMO-96745,1006.7,,1,FM12-SYNOP,220,WMO-96745,1007.2,,1,FM12-SYNOP,220,WMO-96745,999.0,C-Calm,,FM12-SYNOP,220,WMO-96745,0.0,C-Calm,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,72.0,Derived,,FM12-SYNOP,220,WMO-96745,25.0,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-1.3,8-Steady-o,1,FM12-SYNOP,220,WMO-96745,FEW:02,02-Two-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32556 50000 10290 20235 30067 40072 58013 82521 333 56000 82620 84460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-02T18:00:00,-6.18,106.83,8.0,28.4,,1,FM12-SYNOP,220,WMO-96745,23.5,,1,FM12-SYNOP,220,WMO-96745,1009.1,,1,FM12-SYNOP,220,WMO-96745,1009.6,,1,FM12-SYNOP,220,WMO-96745,999.0,C-Calm,,FM12-SYNOP,220,WMO-96745,0.0,C-Calm,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,75.0,Derived,,FM12-SYNOP,220,WMO-96745,24.8,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-0.4,7-Decr-(st,1,FM12-SYNOP,220,WMO-96745,FEW:02,02-Two-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32556 50000 10284 20235 30091 40096 57004 82521 333 56000 82620 84460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-02T21:00:00,-6.18,106.83,8.0,26.6,,1,FM12-SYNOP,220,WMO-96745,22.4,,1,FM12-SYNOP,220,WMO-96745,1008.0,,1,FM12-SYNOP,220,WMO-96745,1008.5,,1,FM12-SYNOP,220,WMO-96745,999.0,C-Calm,,FM12-SYNOP,220,WMO-96745,0.0,C-Calm,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,78.0,Derived,,FM12-SYNOP,220,WMO-96745,23.6,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-1.1,7-Decr-(st,1,FM12-SYNOP,220,WMO-96745,FEW:02,02-Two-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32556 50000 10266 20224 30080 40085 57011 82521 333 56000 82620 84460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-03T00:00:00,-6.18,106.83,8.0,26.6,,1,FM12-SYNOP,220,WMO-96745,23.0,,1,FM12-SYNOP,220,WMO-96745,1010.0,,1,FM12-SYNOP,220,WMO-96745,1010.5,,1,FM12-SYNOP,220,WMO-96745,999.0,C-Calm,,FM12-SYNOP,220,WMO-96745,0.0,C-Calm,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,81.0,Derived,,FM12-SYNOP,220,WMO-96745,24.0,Derived,,FM12-SYNOP,220,WMO-96745,HZ:05,HZ:05-Haze,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,2.0,3-Decr-or-,1,FM12-SYNOP,220,WMO-96745,FEW:02,02-Two-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN10696745 31556 50000 10266 20230 30100 40105 53020 70522 82521 333 20250 50600 55069 56000 58004 82620 84460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-03T03:00:00,-6.18,106.83,8.0,31.2,,1,FM12-SYNOP,220,WMO-96745,23.3,,1,FM12-SYNOP,220,WMO-96745,1010.7,,1,FM12-SYNOP,220,WMO-96745,1011.2,,1,FM12-SYNOP,220,WMO-96745,999.0,C-Calm,,FM12-SYNOP,220,WMO-96745,0.0,C-Calm,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,63.0,Derived,,FM12-SYNOP,220,WMO-96745,25.6,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,0.7,1-Incr-the,1,FM12-SYNOP,220,WMO-96745,FEW:02,02-Two-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32557 50000 10312 20233 30107 40112 51007 82521 333 56000 82620 84460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-03T06:00:00,-6.18,106.83,8.0,31.0,,1,FM12-SYNOP,220,WMO-96745,24.2,,1,FM12-SYNOP,220,WMO-96745,1008.5,,1,FM12-SYNOP,220,WMO-96745,1009.0,,1,FM12-SYNOP,220,WMO-96745,30.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,13.4,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,67.0,Derived,,FM12-SYNOP,220,WMO-96745,26.3,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-2.2,"6-Decr,-th",1,FM12-SYNOP,220,WMO-96745,FEW:02,02-Two-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32557 50326 10310 20242 30085 40090 56022 82521 333 56000 82620 84460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-03T09:00:00,-6.18,106.83,8.0,31.8,,1,FM12-SYNOP,220,WMO-96745,24.8,,1,FM12-SYNOP,220,WMO-96745,1006.5,,1,FM12-SYNOP,220,WMO-96745,1007.0,,1,FM12-SYNOP,220,WMO-96745,40.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,2.1,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,66.0,Derived,,FM12-SYNOP,220,WMO-96745,26.8,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-2.0,"6-Decr,-th",1,FM12-SYNOP,220,WMO-96745,FEW:02,02-Two-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32557 50404 10318 20248 30065 40070 56020 82521 333 56000 82620 84460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-03T12:00:00,-6.18,106.83,8.0,29.6,,1,FM12-SYNOP,220,WMO-96745,24.5,,1,FM12-SYNOP,220,WMO-96745,1008.4,,1,FM12-SYNOP,220,WMO-96745,1008.9,,1,FM12-SYNOP,220,WMO-96745,310.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,3.1,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,74.0,Derived,,FM12-SYNOP,220,WMO-96745,25.9,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,1.9,3-Decr-or-,1,FM12-SYNOP,220,WMO-96745,SCT:03,03-Three-o,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,BKN:06,06-Six-okt,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN08896745 32556 63106 10296 20245 30084 40089 53019 83521 333 10320 56000 58004 83620 86460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-03T15:00:00,-6.18,106.83,8.0,28.6,,1,FM12-SYNOP,220,WMO-96745,23.1,,1,FM12-SYNOP,220,WMO-96745,1009.9,,1,FM12-SYNOP,220,WMO-96745,1010.4,,1,FM12-SYNOP,220,WMO-96745,270.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,2.1,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,72.0,Derived,,FM12-SYNOP,220,WMO-96745,24.8,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,1.5,1-Incr-the,1,FM12-SYNOP,220,WMO-96745,FEW:01,01-One-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32556 52704 10286 20231 30099 40104 51015 81521 333 56000 81620 84460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-03T18:00:00,-6.18,106.83,8.0,27.8,,1,FM12-SYNOP,220,WMO-96745,24.5,,1,FM12-SYNOP,220,WMO-96745,1009.3,,1,FM12-SYNOP,220,WMO-96745,1009.8,,1,FM12-SYNOP,220,WMO-96745,290.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,2.1,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,82.0,Derived,,FM12-SYNOP,220,WMO-96745,25.4,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-0.6,"6-Decr,-th",1,FM12-SYNOP,220,WMO-96745,FEW:01,01-One-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32556 52904 10278 20245 30093 40098 56006 81521 333 56000 81620 84460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-03T21:00:00,-6.18,106.83,8.0,27.0,,1,FM12-SYNOP,220,WMO-96745,24.3,,1,FM12-SYNOP,220,WMO-96745,1008.7,,1,FM12-SYNOP,220,WMO-96745,1009.2,,1,FM12-SYNOP,220,WMO-96745,999.0,C-Calm,,FM12-SYNOP,220,WMO-96745,0.0,C-Calm,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,85.0,Derived,,FM12-SYNOP,220,WMO-96745,25.3,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,-0.6,8-Steady-o,1,FM12-SYNOP,220,WMO-96745,FEW:01,01-One-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32550 50000 10270 20243 30087 40092 58006 81521 333 56000 81620 84460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-04T00:00:00,-6.18,106.83,8.0,27.4,,1,FM12-SYNOP,220,WMO-96745,23.8,,1,FM12-SYNOP,220,WMO-96745,1009.5,,1,FM12-SYNOP,220,WMO-96745,1010.0,,1,FM12-SYNOP,220,WMO-96745,999.0,C-Calm,,FM12-SYNOP,220,WMO-96745,0.0,C-Calm,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,81.0,Derived,,FM12-SYNOP,220,WMO-96745,24.9,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,FEW:02,02-Two-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,BKN:06,06-Six-okt,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN10096745 32556 60000 10274 20238 30095 40100 5//// 82521 333 20268 50300 55024 56000 58/// 82620 86460=,,F,,220,WMO-96745
IDU096745-1,JAKARTA/OBSERVATORY,2025-01-04T03:00:00,-6.18,106.83,8.0,31.8,,1,FM12-SYNOP,220,WMO-96745,22.7,,1,FM12-SYNOP,220,WMO-96745,1009.5,,1,FM12-SYNOP,220,WMO-96745,1010.0,,1,FM12-SYNOP,220,WMO-96745,260.0,N-Normal,1,FM12-SYNOP,220,WMO-96745,2.1,N-Normal,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,59.0,Derived,,FM12-SYNOP,220,WMO-96745,25.4,Derived,,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,P-Prevaili,1,FM12-SYNOP,220,WMO-96745,,,,,,,0.0,None,1,FM12-SYNOP,220,WMO-96745,FEW:02,02-Two-okt,1,FM12-SYNOP,220,WMO-96745,+00600,,1,FM12-SYNOP,220,WMO-96745,SCT:04,04-Four-ok,1,FM12-SYNOP,220,WMO-96745,+03000,,1,FM12-SYNOP,220,WMO-96745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07696745 32557 52604 10318 20227 30095 40100 50000 82521 333 56000 82620 84460=,,F,,220,WMO-96745
